"order","id","type","priority","name","route","path","dimensions","reference_image","alt","locale_reuse","status","reason","prompt"
"101","recipe-serving-bazin-ly","recipe-serving-detail","55","Bazin — serving detail","/tools/afrokitchen/recipes/bazin-ly/","/assets/img/kitchen/bazin-ly-2.webp","1200x800","/assets/img/kitchen/bazin-ly.webp","Serving detail of Bazin","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Bazin from Libya, using the existing hero /assets/img/kitchen/bazin-ly.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Libyan bazin, a dense barley-flour dome surrounded by lamb tomato sauce, potatoes, eggs, and warm spices.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"102","recipe-serving-bobotie-za","recipe-serving-detail","55","Bobotie — serving detail","/tools/afrokitchen/recipes/bobotie-za/","/assets/img/kitchen/bobotie-za-2.webp","1200x800","/assets/img/kitchen/bobotie-za.webp","Serving detail of Bobotie","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Bobotie from South Africa, using the existing hero /assets/img/kitchen/bobotie-za.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: South African bobotie, curried mince with soaked bread, chutney, sultanas, bay leaves, and a golden egg custard topping.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"103","recipe-serving-bunny-chow-za","recipe-serving-detail","55","Bunny Chow — serving detail","/tools/afrokitchen/recipes/bunny-chow-za/","/assets/img/kitchen/bunny-chow-za-2.webp","1200x800","/assets/img/kitchen/bunny-chow-za.webp","Serving detail of Bunny Chow","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Bunny Chow from South Africa, using the existing hero /assets/img/kitchen/bunny-chow-za.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Durban bunny chow, a hollowed loaf filled with lamb, chicken, bean, or vegetable curry and served with the bread lid for scooping.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"104","recipe-serving-cachupa-rica-cv","recipe-serving-detail","55","Cachupa Rica — serving detail","/tools/afrokitchen/recipes/cachupa-rica-cv/","/assets/img/kitchen/cachupa-rica-cv-2.webp","1200x800","/assets/img/kitchen/cachupa-rica-cv.webp","Serving detail of Cachupa Rica","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Cachupa Rica from Cape Verde, using the existing hero /assets/img/kitchen/cachupa-rica-cv.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Cape Verde's national dish — a rich, slow-cooked stew of hominy corn, beans, and multiple meats and sausages. The ""rica"" (rich) version is the celebratory feast edition.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"105","recipe-serving-caldo-de-mancarra-gw","recipe-serving-detail","55","Caldo de Mancarra — serving detail","/tools/afrokitchen/recipes/caldo-de-mancarra-gw/","/assets/img/kitchen/caldo-de-mancarra-gw-2.webp","1200x800","/assets/img/kitchen/caldo-de-mancarra-gw.webp","Serving detail of Caldo de Mancarra","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Caldo de Mancarra from Guinea-Bissau, using the existing hero /assets/img/kitchen/caldo-de-mancarra-gw.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Guinea-Bissau peanut broth with chicken, tomato, sweet potato, ginger, chile, and a creamy mancarra sauce for rice.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"106","recipe-serving-calulu-st","recipe-serving-detail","55","Calulu — serving detail","/tools/afrokitchen/recipes/calulu-st/","/assets/img/kitchen/calulu-st-2.webp","1200x800","/assets/img/kitchen/calulu-st.webp","Serving detail of Calulu","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Calulu from São Tomé and Príncipe, using the existing hero /assets/img/kitchen/calulu-st.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: São Toméan calulu, dried or smoked fish slowly stewed with okra, tomatoes, eggplant, greens, garlic, chile, and palm oil.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"107","recipe-serving-cassava-leaf-stew-sl","recipe-serving-detail","55","Cassava Leaf Stew — serving detail","/tools/afrokitchen/recipes/cassava-leaf-stew-sl/","/assets/img/kitchen/cassava-leaf-stew-sl-2.webp","1200x800","/assets/img/kitchen/cassava-leaf-stew-sl.webp","Serving detail of Cassava Leaf Stew","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Cassava Leaf Stew from Sierra Leone, using the existing hero /assets/img/kitchen/cassava-leaf-stew-sl.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Sierra Leonean cassava leaf stew with palm oil, beef or chicken, smoked fish, groundnut, onion, garlic, and chile.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"108","recipe-serving-chicken-tagine-preserved-lemons-ma","recipe-serving-detail","55","Chicken Tagine with Preserved Lemons & Olives — serving detail","/tools/afrokitchen/recipes/chicken-tagine-preserved-lemons-ma/","/assets/img/kitchen/chicken-tagine-preserved-lemons-ma-2.webp","1200x800","/assets/img/kitchen/chicken-tagine-preserved-lemons-ma.webp","Serving detail of Chicken Tagine with Preserved Lemons & Olives","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Chicken Tagine with Preserved Lemons & Olives from Morocco, using the existing hero /assets/img/kitchen/chicken-tagine-preserved-lemons-ma.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Moroccan chicken tagine with preserved lemons, olives, saffron, turmeric, onion, parsley, and cilantro.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"109","recipe-serving-chocolate-quente-st","recipe-serving-detail","55","Sao Tomean Hot Chocolate — serving detail","/tools/afrokitchen/recipes/chocolate-quente-st/","/assets/img/kitchen/chocolate-quente-st-2.webp","1200x800","/assets/img/kitchen/chocolate-quente-st.webp","Serving detail of Sao Tomean Hot Chocolate","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Sao Tomean Hot Chocolate from São Tomé and Príncipe, using the existing hero /assets/img/kitchen/chocolate-quente-st.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: São Tomé cacao hot chocolate made with dark chocolate or cacao mass, milk or water, cinnamon, vanilla, sugar, and a pinch of salt.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"110","recipe-serving-dambou-ne","recipe-serving-detail","55","Dambou — serving detail","/tools/afrokitchen/recipes/dambou-ne/","/assets/img/kitchen/dambou-ne-2.webp","1200x800","/assets/img/kitchen/dambou-ne.webp","Serving detail of Dambou","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Dambou from Niger, using the existing hero /assets/img/kitchen/dambou-ne.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Nigerien dambou, steamed millet or couscous grains mixed with moringa leaves, onion, chile, oil, and crushed peanuts.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"111","recipe-serving-daraba-td","recipe-serving-detail","55","Daraba — serving detail","/tools/afrokitchen/recipes/daraba-td/","/assets/img/kitchen/daraba-td-2.webp","1200x800","/assets/img/kitchen/daraba-td.webp","Serving detail of Daraba","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Daraba from Chad, using the existing hero /assets/img/kitchen/daraba-td.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: A Chadian peanut-okra stew with greens, tomato, sweet potato, and a creamy sauce made for boule or rice.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"112","recipe-serving-domoda-gm","recipe-serving-detail","55","Domoda — serving detail","/tools/afrokitchen/recipes/domoda-gm/","/assets/img/kitchen/domoda-gm-2.webp","1200x800","/assets/img/kitchen/domoda-gm.webp","Serving detail of Domoda","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Domoda from Gambia, using the existing hero /assets/img/kitchen/domoda-gm.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Gambian groundnut stew with beef, tomato, pumpkin, chile, lemon, and a creamy peanut sauce served over rice.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"113","recipe-serving-doro-wat","recipe-serving-detail","55","Doro Wat — serving detail","/tools/afrokitchen/recipes/doro-wat/","/assets/img/kitchen/doro-wat-2.webp","1200x800","/assets/img/kitchen/doro-wat.webp","Serving detail of Doro Wat","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Doro Wat from Ethiopia, using the existing hero /assets/img/kitchen/doro-wat.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Ethiopian chicken and egg stew built on slow-cooked onions, berbere, tomato paste, and niter kibbeh.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"114","recipe-serving-dovi-zw","recipe-serving-detail","55","Dovi — serving detail","/tools/afrokitchen/recipes/dovi-zw/","/assets/img/kitchen/dovi-zw-2.webp","1200x800","/assets/img/kitchen/dovi-zw.webp","Serving detail of Dovi","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Dovi from Zimbabwe, using the existing hero /assets/img/kitchen/dovi-zw.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Zimbabwean dovi, chicken stewed with peanut butter, tomatoes, onion, garlic, ginger, pepper, and pumpkin leaves or spinach.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"115","recipe-serving-ful-medames-sd","recipe-serving-detail","55","Ful Medames — serving detail","/tools/afrokitchen/recipes/ful-medames-sd/","/assets/img/kitchen/ful-medames-sd-2.webp","1200x800","/assets/img/kitchen/ful-medames-sd.webp","Serving detail of Ful Medames","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Ful Medames from Sudan, using the existing hero /assets/img/kitchen/ful-medames-sd.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Sudanese ful medames, slow-cooked fava beans mashed with cumin, lemon, garlic, onion, chile, and sesame oil.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"116","recipe-serving-gozo-cf","recipe-serving-detail","55","Gozo — serving detail","/tools/afrokitchen/recipes/gozo-cf/","/assets/img/kitchen/gozo-cf-2.webp","1200x800","/assets/img/kitchen/gozo-cf.webp","Serving detail of Gozo","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Gozo from Central African Republic, using the existing hero /assets/img/kitchen/gozo-cf.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: A thick, stiff cassava flour porridge that serves as the staple base for most Central African meals. Smooth, stretchy, and perfect for scooping up stews and sauces.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"117","recipe-serving-jollof-rice-gh","recipe-serving-detail","55","Ghanaian Jollof Rice — serving detail","/tools/afrokitchen/recipes/jollof-rice-gh/","/assets/img/kitchen/jollof-rice-gh-2.webp","1200x800","/assets/img/kitchen/jollof-rice-gh.webp","Serving detail of Ghanaian Jollof Rice","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Ghanaian Jollof Rice from Ghana, using the existing hero /assets/img/kitchen/jollof-rice-gh.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Ghanaian jollof rice with basmati rice steamed in a reduced tomato, onion, ginger, garlic, chile, and bay-leaf stew.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"118","recipe-serving-kedjenou-ci","recipe-serving-detail","55","Kedjenou — serving detail","/tools/afrokitchen/recipes/kedjenou-ci/","/assets/img/kitchen/kedjenou-ci-2.webp","1200x800","/assets/img/kitchen/kedjenou-ci.webp","Serving detail of Kedjenou","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Kedjenou from Ivory Coast, using the existing hero /assets/img/kitchen/kedjenou-ci.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: A slow-cooked chicken stew made without any added water — the chicken and vegetables steam in their own juices with aromatic herbs and spices.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"119","recipe-serving-koklo-meme-tg","recipe-serving-detail","55","Koklo Meme — serving detail","/tools/afrokitchen/recipes/koklo-meme-tg/","/assets/img/kitchen/koklo-meme-tg-2.webp","1200x800","/assets/img/kitchen/koklo-meme-tg.webp","Serving detail of Koklo Meme","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Koklo Meme from Togo, using the existing hero /assets/img/kitchen/koklo-meme-tg.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Togolese koklo meme, charcoal-grilled chicken marinated with ginger, garlic, chile, lime, oil, salt, and pepper.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"120","recipe-serving-koshari-eg","recipe-serving-detail","55","Koshari — serving detail","/tools/afrokitchen/recipes/koshari-eg/","/assets/img/kitchen/koshari-eg-2.webp","1200x800","/assets/img/kitchen/koshari-eg.webp","Serving detail of Koshari","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Koshari from Egypt, using the existing hero /assets/img/kitchen/koshari-eg.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Egypt's iconic street food — layers of rice, lentils, macaroni, and chickpeas topped with a spiced tomato sauce, garlicky vinegar dressing, and shatteringly crispy fried onions.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"121","recipe-serving-lablabi-tn","recipe-serving-detail","55","Lablabi — serving detail","/tools/afrokitchen/recipes/lablabi-tn/","/assets/img/kitchen/lablabi-tn-2.webp","1200x800","/assets/img/kitchen/lablabi-tn.webp","Serving detail of Lablabi","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Lablabi from Tunisia, using the existing hero /assets/img/kitchen/lablabi-tn.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Tunisian lablabi, garlic-cumin chickpea broth ladled over torn bread with harissa, olive oil, lemon, capers, and optional egg or tuna.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"122","recipe-serving-moambe-chicken-cd","recipe-serving-detail","55","Moambe Chicken — serving detail","/tools/afrokitchen/recipes/moambe-chicken-cd/","/assets/img/kitchen/moambe-chicken-cd-2.webp","1200x800","/assets/img/kitchen/moambe-chicken-cd.webp","Serving detail of Moambe Chicken","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Moambe Chicken from Democratic Republic of Congo, using the existing hero /assets/img/kitchen/moambe-chicken-cd.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Tender chicken simmered in palm nut sauce with tomato, onion, garlic, chile, and optional okra.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"123","recipe-serving-nyembwe-chicken-ga","recipe-serving-detail","55","Nyembwe Chicken — serving detail","/tools/afrokitchen/recipes/nyembwe-chicken-ga/","/assets/img/kitchen/nyembwe-chicken-ga-2.webp","1200x800","/assets/img/kitchen/nyembwe-chicken-ga.webp","Serving detail of Nyembwe Chicken","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Nyembwe Chicken from Gabon, using the existing hero /assets/img/kitchen/nyembwe-chicken-ga.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Gabon's palm-nut chicken stew, simmered with onion, tomato, garlic, chile, and nyembwe sauce until rich and tender.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"124","recipe-serving-palm-butter-soup-lr","recipe-serving-detail","55","Palm Butter Soup — serving detail","/tools/afrokitchen/recipes/palm-butter-soup-lr/","/assets/img/kitchen/palm-butter-soup-lr-2.webp","1200x800","/assets/img/kitchen/palm-butter-soup-lr.webp","Serving detail of Palm Butter Soup","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Palm Butter Soup from Liberia, using the existing hero /assets/img/kitchen/palm-butter-soup-lr.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Liberian palm butter soup with palm fruit concentrate, beef or goat, smoked fish, dried shrimp, chile, okra, and rice.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"125","recipe-serving-papa-le-moroho-ls","recipe-serving-detail","55","Papa le Moroho — serving detail","/tools/afrokitchen/recipes/papa-le-moroho-ls/","/assets/img/kitchen/papa-le-moroho-ls-2.webp","1200x800","/assets/img/kitchen/papa-le-moroho-ls.webp","Serving detail of Papa le Moroho","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Papa le Moroho from Lesotho, using the existing hero /assets/img/kitchen/papa-le-moroho-ls.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Lesotho's everyday plate of firm maize papa served with moroho, leafy greens cooked with onion, tomato, oil, and salt.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"126","recipe-serving-potjiekos-na","recipe-serving-detail","55","Potjiekos — serving detail","/tools/afrokitchen/recipes/potjiekos-na/","/assets/img/kitchen/potjiekos-na-2.webp","1200x800","/assets/img/kitchen/potjiekos-na.webp","Serving detail of Potjiekos","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Potjiekos from Namibia, using the existing hero /assets/img/kitchen/potjiekos-na.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Namibian potjiekos, a slow layered cast-iron stew of beef, onions, roots, vegetables, stock, and gentle fire.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"127","recipe-serving-poulet-moutarde-ga","recipe-serving-detail","55","Mustard Chicken — serving detail","/tools/afrokitchen/recipes/poulet-moutarde-ga/","/assets/img/kitchen/poulet-moutarde-ga-2.webp","1200x800","/assets/img/kitchen/poulet-moutarde-ga.webp","Serving detail of Mustard Chicken","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Mustard Chicken from Gabon, using the existing hero /assets/img/kitchen/poulet-moutarde-ga.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Gabonese-style mustard chicken marinated with lemon, garlic, onion, chile, salt, and pepper, then roasted until golden.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"128","recipe-serving-poulet-muambe-cg","recipe-serving-detail","55","Poulet à la Muambé — serving detail","/tools/afrokitchen/recipes/poulet-muambe-cg/","/assets/img/kitchen/poulet-muambe-cg-2.webp","1200x800","/assets/img/kitchen/poulet-muambe-cg.webp","Serving detail of Poulet à la Muambé","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Poulet à la Muambé from Republic of Congo, using the existing hero /assets/img/kitchen/poulet-muambe-cg.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Congolese poulet à la muambé, chicken braised in palm butter sauce with tomato, garlic, chile, bay leaf, and okra.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"129","recipe-serving-poulet-yassa-gn","recipe-serving-detail","55","Guinean Chicken Yassa — serving detail","/tools/afrokitchen/recipes/poulet-yassa-gn/","/assets/img/kitchen/poulet-yassa-gn-2.webp","1200x800","/assets/img/kitchen/poulet-yassa-gn.webp","Serving detail of Guinean Chicken Yassa","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Guinean Chicken Yassa from Guinea, using the existing hero /assets/img/kitchen/poulet-yassa-gn.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Guinean-style chicken yassa with lime, ginger, mustard, garlic, hot pepper, and plenty of slow-cooked onions.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
