vehicle_id,make,model,year,body_type,candidate_priority,target_country_code,source_market,verification_status,observed_local_prices,local_currency,local_median_price,local_sample_count,local_listing_urls,observed_source_prices,source_currency,source_median_price,source_sample_count,source_listing_urls,image_license_status,promotion_ready,promotion_blockers,available_country_codes,available_source_markets,evidence_pair_count
lexus-rx-2007,Lexus,RX,2007,suv,high,NG,korea,verified-source-backed,9015000|9200000|9530000,NGN,9200000,3,https://autochek.africa/ng/car/rx-lexus-ref-qn3UZ7uGj | https://autochek.africa/ng/cars-for-sale/lexus/rx/L2_NgEz2V | https://autochek.africa/ng/car/rx-350-lexus-ref--wRbIGyMQ,8553|10463|12100|12362|12444,USD,12100,5,https://www.beforward.jp/lexus/rx/bk877158/id/3387413 | https://www.beforward.jp/lexus/rx/bf938422/id/1027136 | https://www.beforward.jp/lexus/rx/bf691554/id/818215 | https://www.beforward.jp/lexus/rx/bf938429/id/1027156 | https://www.beforward.jp/lexus/rx/bf938426/id/1027148,pending-licensed-image,false,Local evidence mixes RX and RX 350 family listings and is not yet normalized into one live trim record. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.,NG,korea,1
lexus-rx-2010,Lexus,RX,2010,suv,high,NG,japan,verified-source-backed,15000000|15500000|15700000|16000000|16500000|17515000|20615000|22000000|22500000|23650000,NGN,17007500,10,https://autochek.africa/ng/cars-for-sale/lexus-rx-2010 | https://autochek.africa/ng/cars-for-sale/lexus/rx/local | https://autochek.africa/ng/cars-for-sale/lexus/rx/foreign | https://autochek.africa/ng/cars-for-sale/rx | https://autochek.africa/ng/car/rx-350-lexus-ref-UEIBqUhXG | https://autochek.africa/ng/cars-for-sale/lexus/rx/ep1NwPKiC,7090|7910|7980|8590|10750,USD,7980,5,https://www.beforward.jp/stocklist/make%3D68/model%3D2601/mfg_year_from%3D2010/mfg_year_to%3D2010 | https://www.beforward.jp/stocklist/make%3D68/model%3D2601/fob_price_to%3D10000 | https://www.beforward.jp/stocklist/make%3D68/model%3D2601/fob_price_to%3D15000,pending-licensed-image,false,Local evidence mixes RX and RX 350 family listings and is not yet normalized into one live trim record. | The source evidence comes from multi-unit stocklist pages. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.,NG,japan,1
lexus-rx-2013,Lexus,RX,2013,suv,high,NG,japan,verified-source-backed,23400000|23515000|26530000|27015000|27030000|27515000|27530000|28000000,NGN,27022500,8,https://autochek.africa/ng/cars-for-sale/lexus/rx/lagos/2013 | https://autochek.africa/ng/cars-for-sale/lexus-rx-2013 | https://autochek.africa/ng/cars-for-sale/lexus-rx-2013-automatic | https://autochek.africa/ng/car/rx-350-lexus-ref-WMuXpWFH1,5160|6290|7950|9870|10400|12690|14330,$,9870,7,https://www.beforward.jp/stocklist/make%3D68/model%3D2601/fob_price_to%3D10000 | https://www.beforward.jp/stocklist/make%3D68/model%3D2601/fob_price_to%3D15000 | https://www.beforward.jp/stocklist/make%3D68/model%3D2601/mfg_year_from%3D2013/mfg_year_to%3D2013/,pending-licensed-image,false,Local evidence mixes RX and RX 350 family listings and is not yet normalized into one live trim record. | The source evidence comes from multi-unit stocklist pages. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.,NG,japan,1
lexus-rx-2016,Lexus,RX,2016,suv,high,NG,japan,verified-source-backed,47000000|46000000,NGN,46500000,2,https://autochek.africa/ng/cars-for-sale/lexus/rx/c68jQI969 | https://autochek.africa/ng/car/rx-350-lexus-ref-eH7RDihgq,19960|20750|23450,USD,20750,3,https://sp.beforward.jp/stocklist/make%3D68/model%3D2601/mfg_year_from%3D2016/mfg_year_to%3D2016 | https://www.beforward.jp/stocklist/make%3D68/model%3D2601/mfg_year_from%3D2016/mfg_year_to%3D2016 | https://www.beforward.jp/stocklist/make%3D68/veh_type%3D6/mfg_year_from%3D2016/mfg_year_to%3D2016,pending-licensed-image,false,The verified sample spans RX and RX 350 titles that are not yet normalized into one live trim record. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.,NG,japan,1
lexus-rx-2018,Lexus,RX,2018,suv,high,NG,japan,verified-source-backed,57000000|55000000|47000000|50000000|57500000|35000000|53000000|59830000|37015000|44500000|47515000|43215000,NGN,48757500,12,https://autochek.africa/ng/cars-for-sale/lexus-rx-2018 | https://autochek.africa//ng/car/rx-350-lexus-ref-i3I3_Nn5u | https://autochek.africa/ng/car/rx-350-lexus-ref-JzEHk6g4g,17070|19450|19730|19940|20670|21990|24900|24670|21490|20140|29110|22730,USD,21080,12,https://www.beforward.jp/stocklist/make%3D68/model%3D2601/mfg_year_from%3D2018/mfg_year_to%3D2018/sortkey%3Da | https://www.beforward.jp/stocklist/make%3D68/model%3D2601/mfg_year_from%3D2018/mfg_year_to%3D2018 | https://www.beforward.jp/lexus/rx/ca262859/id/12347159/,pending-licensed-image,false,The verified sample spans multiple RX variants that are not yet normalized into one live trim record. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.,NG,japan,1
lexus-rx-2020,Lexus,RX,2020,suv,high,NG,japan,verified-source-backed,61015000|58530000|78000000|75015000,NGN,68015000,4,https://autochek.africa/ng/car/rx-350-lexus-ref-FSzHFb_mO | https://autochek.africa/ng/car/rx-350-lexus-ref-nW6i1zzTT | https://autochek.africa/ng/cars-for-sale/lexus/lexus-rx-350-ref-QawbAso6l | https://autochek.africa/ng/car/rx-350-lexus-ref-0PtOoOn6_,25320|29800|31360|26690|29730|27570|20610,NZD,27570,7,https://www.beforward.jp/stocklist/make%3D68/model%3D2601/mfg_year_from%3D2020/mfg_year_to%3D2020,pending-licensed-image,false,The source stocklist prices were surfaced in NZD and have not been normalized to the rest of the source-market dataset. | The verified sample spans RX 350 listings under the broader RX family. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.,NG,japan,1
lexus-rx-2022,Lexus,RX,2022,suv,high,NG,japan,verified-source-backed,67015000|74015000|85030000|90015000,NGN,79522500,4,https://autochek.africa/ng/car/rx-350-lexus-ref-egDYg6Gwq | https://autochek.africa/ng/car/rx-350-lexus-ref-ltyWtYSNo | https://autochek.africa/ng/car/rx-350-lexus-ref-HPQDKO2Or | https://autochek.africa/ng/car/rx-350-lexus-ref-IFwm1nwD_,30400|31730|33050|33880|33940|35520|35660|36230|36940|38360|40500,$,35520,11,https://www.beforward.jp/stocklist/make%3D68/model%3D2601/model_code%3D3BA-AGL20W | https://www.beforward.jp/stocklist/make%3D68/model%3D2601/mfg_year_from%3D2022/mfg_year_to%3D2022/,pending-licensed-image,false,Local evidence mixes RX 350 family variants and is not yet normalized into one live trim record. | The source evidence comes from multi-unit stocklist pages. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.,NG,japan,1
mazda-demio-2005,Mazda,Demio / Mazda 2,2005,hatchback,high,KE,japan,verified-source-backed,300000|350000|435000|450000,KES,392500,4,https://www.usedcars.co.ke/mazda-demio-2005-for-sale-dd1aefce-d3da-45b2-aeb7-235222ec12a7 | https://www.usedcars.co.ke/mazda-demio-2005-for-sale-86934ae7-9ed7-4055-927e-abf368d9e942 | https://jiji.co.ke/nairobi-central/cars/mazda-demio-2005-red-xxJjVrNv1C8GwNNM4sGczrmZ.html | https://jiji.co.ke/kiambu-kiambu/cars/mazda-demio-2005-silver-A5SThzZb5zztSQPMOZieS960.html,1400|1750|2010,USD,1750,3,https://www.beforward.jp/stocklist/make%3D4/model%3D493/mfg_year_from%3D2005/mfg_year_to%3D2005/fob_price_to%3D5000,pending-licensed-image,false,Kenya local evidence spans UsedCars and Jiji and still needs normalization for live promotion. | The source evidence comes from a stocklist page. | Only Kenya local-market evidence is verified so far. | No licensed image has been attached yet.,KE,japan,1
mazda-demio-2008,Mazda,Demio / Mazda 2,2008,hatchback,high,KE,japan,verified-source-backed,450000|480000|490000|500000|550000,KES,490000,5,https://jiji.co.ke/cars/mazda-demio-2008 | https://jiji.co.ke/nairobi/cars/mazda-demio-2008 | https://www.cars45.co.ke/listing/mazda/demio/2008 | https://www.cars45.co.ke/jEY4wdZvyeKT0oKu63g5BviDxXkh6hF,1530|1930|2020|2960|2990,USD,2020,5,https://www.beforward.jp/stocklist/make%3D4/model%3D493/mfg_year_from%3D2008/mfg_year_to%3D2008/,pending-licensed-image,false,Kenya local evidence spans Jiji and Cars45 and still needs normalization for live promotion. | The source evidence comes from a stocklist page. | Only Kenya local-market evidence is verified so far. | No licensed image has been attached yet.,KE,japan,1
mazda-demio-2011,Mazda,Demio / Mazda 2,2011,hatchback,high,KE,japan,verified-source-backed,500000|580000,KES,540000,2,https://autochek.africa/ke/cars-for-sale/mazda/demio/joXXDqnFj | https://autochek.africa/ke/cars-for-sale/mazda/demio/ESrK3RmRP,1500|1650|1770|1800|2400|2880,,1785,6,https://www.beforward.jp/stocklist/make%3D4/model%3D493/mfg_year_from%3D2011/mfg_year_to%3D2011/ | https://www.beforward.jp/stocklist/make%3D4/model%3D493/mfg_year_from%3D2011/mfg_year_to%3D2011/fob_price_to%3D2000,pending-licensed-image,false,The source-market currency label was not captured in this batch and must be confirmed before promotion. | Only Kenya local-market evidence is verified so far. | No licensed image has been attached yet.,KE,japan,1
