vehicle_id,make,model,year,body_type,image_name,save_directory
toyota-land-cruiser-2008,Toyota,Land Cruiser,2008,suv,toyota-land-cruiser-2008-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/land-cruiser/2008/
toyota-land-cruiser-2012,Toyota,Land Cruiser,2012,suv,toyota-land-cruiser-2012-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/land-cruiser/2012/
toyota-land-cruiser-2016,Toyota,Land Cruiser,2016,suv,toyota-land-cruiser-2016-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/land-cruiser/2016/
toyota-land-cruiser-2020,Toyota,Land Cruiser,2020,suv,toyota-land-cruiser-2020-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/land-cruiser/2020/
toyota-land-cruiser-2023,Toyota,Land Cruiser,2023,suv,toyota-land-cruiser-2023-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/land-cruiser/2023/
toyota-noah-2004,Toyota,Noah / Voxy,2004,mpv,toyota-noah-2004-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/noah/2004/
toyota-noah-2007,Toyota,Noah / Voxy,2007,mpv,toyota-noah-2007-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/noah/2007/
toyota-noah-2010,Toyota,Noah / Voxy,2010,mpv,toyota-noah-2010-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/noah/2010/
toyota-noah-2012,Toyota,Noah / Voxy,2012,mpv,toyota-noah-2012-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/noah/2012/
toyota-noah-2016,Toyota,Noah / Voxy,2016,mpv,toyota-noah-2016-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/noah/2016/
toyota-noah-2020,Toyota,Noah / Voxy,2020,mpv,toyota-noah-2020-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/noah/2020/
toyota-noah-2022,Toyota,Noah / Voxy,2022,mpv,toyota-noah-2022-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/noah/2022/
toyota-prado-2004,Toyota,Prado,2004,suv,toyota-prado-2004-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/prado/2004/
toyota-prado-2008,Toyota,Prado,2008,suv,toyota-prado-2008-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/prado/2008/
toyota-prado-2010,Toyota,Prado,2010,suv,toyota-prado-2010-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/prado/2010/
toyota-prado-2013,Toyota,Prado,2013,suv,toyota-prado-2013-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/prado/2013/
toyota-prado-2018,Toyota,Prado,2018,suv,toyota-prado-2018-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/prado/2018/
toyota-prado-2022,Toyota,Prado,2022,suv,toyota-prado-2022-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/prado/2022/
toyota-prado-2024,Toyota,Prado,2024,suv,toyota-prado-2024-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/prado/2024/
toyota-rav4-2006,Toyota,RAV4,2006,suv,toyota-rav4-2006-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/rav4/2006/
toyota-rav4-2008,Toyota,RAV4,2008,suv,toyota-rav4-2008-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/rav4/2008/
toyota-rav4-2011,Toyota,RAV4,2011,suv,toyota-rav4-2011-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/rav4/2011/
toyota-rav4-2014,Toyota,RAV4,2014,suv,toyota-rav4-2014-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/rav4/2014/
toyota-rav4-2016,Toyota,RAV4,2016,suv,toyota-rav4-2016-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/rav4/2016/
toyota-rav4-2019,Toyota,RAV4,2019,suv,toyota-rav4-2019-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/rav4/2019/
toyota-rav4-2021,Toyota,RAV4,2021,suv,toyota-rav4-2021-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/rav4/2021/
toyota-rav4-2024,Toyota,RAV4,2024,suv,toyota-rav4-2024-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/rav4/2024/
toyota-vitz-yaris-2005,Toyota,Vitz / Yaris,2005,hatchback,toyota-vitz-yaris-2005-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/vitz-yaris/2005/
toyota-vitz-yaris-2008,Toyota,Vitz / Yaris,2008,hatchback,toyota-vitz-yaris-2008-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/vitz-yaris/2008/
toyota-vitz-yaris-2011,Toyota,Vitz / Yaris,2011,hatchback,toyota-vitz-yaris-2011-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/vitz-yaris/2011/
toyota-vitz-yaris-2013,Toyota,Vitz / Yaris,2013,hatchback,toyota-vitz-yaris-2013-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/vitz-yaris/2013/
toyota-vitz-yaris-2017,Toyota,Vitz / Yaris,2017,hatchback,toyota-vitz-yaris-2017-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/vitz-yaris/2017/
toyota-vitz-yaris-2019,Toyota,Vitz / Yaris,2019,hatchback,toyota-vitz-yaris-2019-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/vitz-yaris/2019/
toyota-vitz-yaris-2021,Toyota,Vitz / Yaris,2021,hatchback,toyota-vitz-yaris-2021-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/vitz-yaris/2021/
toyota-vitz-yaris-2023,Toyota,Vitz / Yaris,2023,hatchback,toyota-vitz-yaris-2023-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/vitz-yaris/2023/
volkswagen-polo-2005,Volkswagen,Polo,2005,hatchback,volkswagen-polo-2005-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/volkswagen/polo/2005/
volkswagen-polo-2008,Volkswagen,Polo,2008,hatchback,volkswagen-polo-2008-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/volkswagen/polo/2008/
volkswagen-polo-2011,Volkswagen,Polo,2011,hatchback,volkswagen-polo-2011-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/volkswagen/polo/2011/
volkswagen-polo-2014,Volkswagen,Polo,2014,hatchback,volkswagen-polo-2014-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/volkswagen/polo/2014/
volkswagen-polo-2017,Volkswagen,Polo,2017,hatchback,volkswagen-polo-2017-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/volkswagen/polo/2017/
volkswagen-polo-2020,Volkswagen,Polo,2020,hatchback,volkswagen-polo-2020-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/volkswagen/polo/2020/
volkswagen-polo-2023,Volkswagen,Polo,2023,hatchback,volkswagen-polo-2023-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/volkswagen/polo/2023/
