set,familyId,familyType,confidence,sequence,sourceRoute,proposedFrenchRoute,executionWindow
"Set 136","tools::generator-fuel","tools","A","436","tools/generator-fuel/senegal","/fr/tools/carburant-generateur/senegal","queue"
"Set 136","tools::generator-fuel","tools","A","437","tools/generator-fuel/south-africa","/fr/tools/carburant-generateur/south-africa","queue"
"Set 136","tools::generator-fuel","tools","A","438","tools/generator-fuel/tanzania","/fr/tools/carburant-generateur/tanzania","queue"
"Set 136","tools::generator-fuel","tools","A","439","tools/generator-fuel/tunisia","/fr/tools/carburant-generateur/tunisia","queue"
"Set 136","tools::generator-fuel","tools","A","440","tools/generator-fuel/uganda","/fr/tools/carburant-generateur/uganda","queue"
"Set 137","tools::health-insurance-compare","tools","A","441","tools/health-insurance-compare/angola","/fr/tools/comparateur-assurance-sante/angola","queue"
"Set 137","tools::health-insurance-compare","tools","A","442","tools/health-insurance-compare/cameroon","/fr/tools/comparateur-assurance-sante/cameroon","queue"
"Set 137","tools::health-insurance-compare","tools","A","443","tools/health-insurance-compare/cote-d-ivoire","/fr/tools/comparateur-assurance-sante/cote-d-ivoire","queue"
"Set 137","tools::health-insurance-compare","tools","A","444","tools/health-insurance-compare/egypt","/fr/tools/comparateur-assurance-sante/egypt","queue"
"Set 137","tools::health-insurance-compare","tools","A","445","tools/health-insurance-compare/ethiopia","/fr/tools/comparateur-assurance-sante/ethiopia","queue"
"Set 137","tools::health-insurance-compare","tools","A","446","tools/health-insurance-compare/ghana","/fr/tools/comparateur-assurance-sante/ghana","queue"
"Set 137","tools::health-insurance-compare","tools","A","447","tools/health-insurance-compare/kenya","/fr/tools/comparateur-assurance-sante/kenya","queue"
"Set 137","tools::health-insurance-compare","tools","A","448","tools/health-insurance-compare/morocco","/fr/tools/comparateur-assurance-sante/morocco","queue"
"Set 137","tools::health-insurance-compare","tools","A","449","tools/health-insurance-compare/nigeria","/fr/tools/comparateur-assurance-sante/nigeria","queue"
"Set 137","tools::health-insurance-compare","tools","A","450","tools/health-insurance-compare/rwanda","/fr/tools/comparateur-assurance-sante/rwanda","queue"
"Set 137","tools::health-insurance-compare","tools","A","451","tools/health-insurance-compare/senegal","/fr/tools/comparateur-assurance-sante/senegal","queue"
"Set 137","tools::health-insurance-compare","tools","A","452","tools/health-insurance-compare/south-africa","/fr/tools/comparateur-assurance-sante/south-africa","queue"
"Set 137","tools::health-insurance-compare","tools","A","453","tools/health-insurance-compare/tanzania","/fr/tools/comparateur-assurance-sante/tanzania","queue"
"Set 137","tools::health-insurance-compare","tools","A","454","tools/health-insurance-compare/tunisia","/fr/tools/comparateur-assurance-sante/tunisia","queue"
"Set 137","tools::health-insurance-compare","tools","A","455","tools/health-insurance-compare/uganda","/fr/tools/comparateur-assurance-sante/uganda","queue"
"Set 138","tools::life-insurance-calc","tools","A","456","tools/life-insurance-calc/angola","/fr/tools/assurance-vie/angola","queue"
"Set 138","tools::life-insurance-calc","tools","A","457","tools/life-insurance-calc/cameroon","/fr/tools/assurance-vie/cameroon","queue"
"Set 138","tools::life-insurance-calc","tools","A","458","tools/life-insurance-calc/cote-d-ivoire","/fr/tools/assurance-vie/cote-d-ivoire","queue"
"Set 138","tools::life-insurance-calc","tools","A","459","tools/life-insurance-calc/egypt","/fr/tools/assurance-vie/egypt","queue"
"Set 138","tools::life-insurance-calc","tools","A","460","tools/life-insurance-calc/ethiopia","/fr/tools/assurance-vie/ethiopia","queue"
"Set 138","tools::life-insurance-calc","tools","A","461","tools/life-insurance-calc/ghana","/fr/tools/assurance-vie/ghana","queue"
"Set 138","tools::life-insurance-calc","tools","A","462","tools/life-insurance-calc/kenya","/fr/tools/assurance-vie/kenya","queue"
"Set 138","tools::life-insurance-calc","tools","A","463","tools/life-insurance-calc/morocco","/fr/tools/assurance-vie/morocco","queue"
"Set 138","tools::life-insurance-calc","tools","A","464","tools/life-insurance-calc/nigeria","/fr/tools/assurance-vie/nigeria","queue"
"Set 138","tools::life-insurance-calc","tools","A","465","tools/life-insurance-calc/rwanda","/fr/tools/assurance-vie/rwanda","queue"
"Set 138","tools::life-insurance-calc","tools","A","466","tools/life-insurance-calc/senegal","/fr/tools/assurance-vie/senegal","queue"
"Set 138","tools::life-insurance-calc","tools","A","467","tools/life-insurance-calc/south-africa","/fr/tools/assurance-vie/south-africa","queue"
"Set 138","tools::life-insurance-calc","tools","A","468","tools/life-insurance-calc/tanzania","/fr/tools/assurance-vie/tanzania","queue"
"Set 138","tools::life-insurance-calc","tools","A","469","tools/life-insurance-calc/tunisia","/fr/tools/assurance-vie/tunisia","queue"
"Set 138","tools::life-insurance-calc","tools","A","470","tools/life-insurance-calc/uganda","/fr/tools/assurance-vie/uganda","queue"
"Set 140","tools::business-plan","tools","B","471","tools/business-plan/app","/fr/tools/plan-affaires/app","queue"
"Set 141","tools::afrokitchen","tools","C","472","tools/afrokitchen/collection","/fr/tools/afrocuisine/collection","queue"
"Set 141","tools::afrokitchen","tools","C","473","tools/afrokitchen/collections/across-africa-showstoppers","/fr/tools/afrocuisine/collections/across-africa-showstoppers","queue"
"Set 141","tools::afrokitchen","tools","C","474","tools/afrokitchen/collections/breakfast-and-tea-table","/fr/tools/afrocuisine/collections/breakfast-and-tea-table","queue"
"Set 141","tools::afrokitchen","tools","C","475","tools/afrokitchen/collections/ethiopian-fasting-table","/fr/tools/afrocuisine/collections/ethiopian-fasting-table","queue"
"Set 141","tools::afrokitchen","tools","C","476","tools/afrokitchen/collections/moroccan-salads-soups-and-breads","/fr/tools/afrocuisine/collections/moroccan-salads-soups-and-breads","queue"
"Set 141","tools::afrokitchen","tools","C","477","tools/afrokitchen/collections/nigerian-regional-table","/fr/tools/afrocuisine/collections/nigerian-regional-table","queue"
"Set 141","tools::afrokitchen","tools","C","478","tools/afrokitchen/collections/northern-nigerian-comforts","/fr/tools/afrocuisine/collections/northern-nigerian-comforts","queue"
"Set 141","tools::afrokitchen","tools","C","479","tools/afrokitchen/collections/one-pot-family-meals","/fr/tools/afrocuisine/collections/one-pot-family-meals","queue"
"Set 141","tools::afrokitchen","tools","C","480","tools/afrokitchen/collections/one-pot-wonders","/fr/tools/afrocuisine/collections/one-pot-wonders","queue"
"Set 141","tools::afrokitchen","tools","C","481","tools/afrokitchen/collections/party-favorites","/fr/tools/afrocuisine/collections/party-favorites","queue"
"Set 141","tools::afrokitchen","tools","C","482","tools/afrokitchen/collections/quick-and-easy","/fr/tools/afrocuisine/collections/quick-and-easy","queue"
"Set 141","tools::afrokitchen","tools","C","483","tools/afrokitchen/collections/senegalese-rice-and-yassa-table","/fr/tools/afrocuisine/collections/senegalese-rice-and-yassa-table","queue"
"Set 141","tools::afrokitchen","tools","C","484","tools/afrokitchen/collections/street-food","/fr/tools/afrocuisine/collections/street-food","queue"
"Set 141","tools::afrokitchen","tools","C","485","tools/afrokitchen/collections/sunday-specials","/fr/tools/afrocuisine/collections/sunday-specials","queue"
"Set 141","tools::afrokitchen","tools","C","486","tools/afrokitchen/collections/swallow-and-soup-table","/fr/tools/afrocuisine/collections/swallow-and-soup-table","queue"
"Set 141","tools::afrokitchen","tools","C","487","tools/afrokitchen/collections/vegetarian-africa","/fr/tools/afrocuisine/collections/vegetarian-africa","queue"
"Set 141","tools::afrokitchen","tools","C","488","tools/afrokitchen/collections/vegetarian-african-classics","/fr/tools/afrocuisine/collections/vegetarian-african-classics","queue"
"Set 141","tools::afrokitchen","tools","C","489","tools/afrokitchen/collections/west-african-street-food","/fr/tools/afrocuisine/collections/west-african-street-food","queue"
"Set 141","tools::afrokitchen","tools","C","490","tools/afrokitchen/countries/algeria","/fr/tools/afrocuisine/countries/algeria","queue"
"Set 141","tools::afrokitchen","tools","C","491","tools/afrokitchen/countries/angola","/fr/tools/afrocuisine/countries/angola","queue"
"Set 141","tools::afrokitchen","tools","C","492","tools/afrokitchen/countries/benin","/fr/tools/afrocuisine/countries/benin","queue"
"Set 141","tools::afrokitchen","tools","C","493","tools/afrokitchen/countries/botswana","/fr/tools/afrocuisine/countries/botswana","queue"
"Set 141","tools::afrokitchen","tools","C","494","tools/afrokitchen/countries/burkina-faso","/fr/tools/afrocuisine/countries/burkina-faso","queue"
"Set 141","tools::afrokitchen","tools","C","495","tools/afrokitchen/countries/burundi","/fr/tools/afrocuisine/countries/burundi","queue"
"Set 141","tools::afrokitchen","tools","C","496","tools/afrokitchen/countries/cameroon","/fr/tools/afrocuisine/countries/cameroon","queue"
"Set 141","tools::afrokitchen","tools","C","497","tools/afrokitchen/countries/cape-verde","/fr/tools/afrocuisine/countries/cape-verde","queue"
"Set 141","tools::afrokitchen","tools","C","498","tools/afrokitchen/countries/central-african-republic","/fr/tools/afrocuisine/countries/central-african-republic","queue"
"Set 141","tools::afrokitchen","tools","C","499","tools/afrokitchen/countries/chad","/fr/tools/afrocuisine/countries/chad","queue"
"Set 141","tools::afrokitchen","tools","C","500","tools/afrokitchen/countries/comoros","/fr/tools/afrocuisine/countries/comoros","queue"
"Set 141","tools::afrokitchen","tools","C","501","tools/afrokitchen/countries/democratic-republic-of-congo","/fr/tools/afrocuisine/countries/democratic-republic-of-congo","queue"
"Set 141","tools::afrokitchen","tools","C","502","tools/afrokitchen/countries/djibouti","/fr/tools/afrocuisine/countries/djibouti","queue"
"Set 141","tools::afrokitchen","tools","C","503","tools/afrokitchen/countries/egypt","/fr/tools/afrocuisine/countries/egypt","queue"
"Set 141","tools::afrokitchen","tools","C","504","tools/afrokitchen/countries/equatorial-guinea","/fr/tools/afrocuisine/countries/equatorial-guinea","queue"
"Set 141","tools::afrokitchen","tools","C","505","tools/afrokitchen/countries/eritrea","/fr/tools/afrocuisine/countries/eritrea","queue"
"Set 141","tools::afrokitchen","tools","C","506","tools/afrokitchen/countries/eswatini","/fr/tools/afrocuisine/countries/eswatini","queue"
"Set 141","tools::afrokitchen","tools","C","507","tools/afrokitchen/countries/ethiopia","/fr/tools/afrocuisine/countries/ethiopia","queue"
"Set 141","tools::afrokitchen","tools","C","508","tools/afrokitchen/countries/gabon","/fr/tools/afrocuisine/countries/gabon","queue"
"Set 141","tools::afrokitchen","tools","C","509","tools/afrokitchen/countries/gambia","/fr/tools/afrocuisine/countries/gambia","queue"
"Set 141","tools::afrokitchen","tools","C","510","tools/afrokitchen/countries/ghana","/fr/tools/afrocuisine/countries/ghana","queue"
"Set 141","tools::afrokitchen","tools","C","511","tools/afrokitchen/countries/guinea","/fr/tools/afrocuisine/countries/guinea","queue"
"Set 141","tools::afrokitchen","tools","C","512","tools/afrokitchen/countries/guinea-bissau","/fr/tools/afrocuisine/countries/guinea-bissau","queue"
"Set 141","tools::afrokitchen","tools","C","513","tools/afrokitchen/countries/ivory-coast","/fr/tools/afrocuisine/countries/ivory-coast","queue"
"Set 141","tools::afrokitchen","tools","C","514","tools/afrokitchen/countries/kenya","/fr/tools/afrocuisine/countries/kenya","queue"
"Set 141","tools::afrokitchen","tools","C","515","tools/afrokitchen/countries/lesotho","/fr/tools/afrocuisine/countries/lesotho","queue"
"Set 141","tools::afrokitchen","tools","C","516","tools/afrokitchen/countries/liberia","/fr/tools/afrocuisine/countries/liberia","queue"
"Set 141","tools::afrokitchen","tools","C","517","tools/afrokitchen/countries/libya","/fr/tools/afrocuisine/countries/libya","queue"
"Set 141","tools::afrokitchen","tools","C","518","tools/afrokitchen/countries/madagascar","/fr/tools/afrocuisine/countries/madagascar","queue"
"Set 141","tools::afrokitchen","tools","C","519","tools/afrokitchen/countries/malawi","/fr/tools/afrocuisine/countries/malawi","queue"
"Set 141","tools::afrokitchen","tools","C","520","tools/afrokitchen/countries/mali","/fr/tools/afrocuisine/countries/mali","queue"
"Set 141","tools::afrokitchen","tools","C","521","tools/afrokitchen/countries/mauritania","/fr/tools/afrocuisine/countries/mauritania","queue"
"Set 141","tools::afrokitchen","tools","C","522","tools/afrokitchen/countries/mauritius","/fr/tools/afrocuisine/countries/mauritius","queue"
"Set 141","tools::afrokitchen","tools","C","523","tools/afrokitchen/countries/morocco","/fr/tools/afrocuisine/countries/morocco","queue"
"Set 141","tools::afrokitchen","tools","C","524","tools/afrokitchen/countries/mozambique","/fr/tools/afrocuisine/countries/mozambique","queue"
"Set 141","tools::afrokitchen","tools","C","525","tools/afrokitchen/countries/namibia","/fr/tools/afrocuisine/countries/namibia","queue"
"Set 141","tools::afrokitchen","tools","C","526","tools/afrokitchen/countries/niger","/fr/tools/afrocuisine/countries/niger","queue"
"Set 141","tools::afrokitchen","tools","C","527","tools/afrokitchen/countries/nigeria","/fr/tools/afrocuisine/countries/nigeria","queue"
"Set 141","tools::afrokitchen","tools","C","528","tools/afrokitchen/countries/republic-of-congo","/fr/tools/afrocuisine/countries/republic-of-congo","queue"
"Set 141","tools::afrokitchen","tools","C","529","tools/afrokitchen/countries/rwanda","/fr/tools/afrocuisine/countries/rwanda","queue"
"Set 141","tools::afrokitchen","tools","C","530","tools/afrokitchen/countries/sao-tome-and-principe","/fr/tools/afrocuisine/countries/sao-tome-and-principe","queue"
"Set 141","tools::afrokitchen","tools","C","531","tools/afrokitchen/countries/senegal","/fr/tools/afrocuisine/countries/senegal","queue"
"Set 141","tools::afrokitchen","tools","C","532","tools/afrokitchen/countries/seychelles","/fr/tools/afrocuisine/countries/seychelles","queue"
"Set 141","tools::afrokitchen","tools","C","533","tools/afrokitchen/countries/sierra-leone","/fr/tools/afrocuisine/countries/sierra-leone","queue"
"Set 141","tools::afrokitchen","tools","C","534","tools/afrokitchen/countries/somalia","/fr/tools/afrocuisine/countries/somalia","queue"
"Set 141","tools::afrokitchen","tools","C","535","tools/afrokitchen/countries/south-africa","/fr/tools/afrocuisine/countries/south-africa","queue"
"Set 141","tools::afrokitchen","tools","C","536","tools/afrokitchen/countries/south-sudan","/fr/tools/afrocuisine/countries/south-sudan","queue"
"Set 141","tools::afrokitchen","tools","C","537","tools/afrokitchen/countries/sudan","/fr/tools/afrocuisine/countries/sudan","queue"
"Set 141","tools::afrokitchen","tools","C","538","tools/afrokitchen/countries/tanzania","/fr/tools/afrocuisine/countries/tanzania","queue"
"Set 141","tools::afrokitchen","tools","C","539","tools/afrokitchen/countries/togo","/fr/tools/afrocuisine/countries/togo","queue"
"Set 141","tools::afrokitchen","tools","C","540","tools/afrokitchen/countries/tunisia","/fr/tools/afrocuisine/countries/tunisia","queue"
"Set 141","tools::afrokitchen","tools","C","541","tools/afrokitchen/countries/uganda","/fr/tools/afrocuisine/countries/uganda","queue"
"Set 141","tools::afrokitchen","tools","C","542","tools/afrokitchen/countries/western-sahara","/fr/tools/afrocuisine/countries/western-sahara","queue"
"Set 141","tools::afrokitchen","tools","C","543","tools/afrokitchen/countries/zambia","/fr/tools/afrocuisine/countries/zambia","queue"
"Set 141","tools::afrokitchen","tools","C","544","tools/afrokitchen/countries/zimbabwe","/fr/tools/afrocuisine/countries/zimbabwe","queue"
"Set 141","tools::afrokitchen","tools","C","545","tools/afrokitchen/country","/fr/tools/afrocuisine/country","queue"
"Set 141","tools::afrokitchen","tools","C","546","tools/afrokitchen/recipe","/fr/tools/afrocuisine/recipe","queue"
"Set 141","tools::afrokitchen","tools","C","547","tools/afrokitchen/recipes/abacha-ng","/fr/tools/afrocuisine/recipes/abacha-ng","queue"
"Set 141","tools::afrokitchen","tools","C","548","tools/afrokitchen/recipes/ablo-tg","/fr/tools/afrocuisine/recipes/ablo-tg","queue"
"Set 141","tools::afrokitchen","tools","C","549","tools/afrokitchen/recipes/achu-soup-cm","/fr/tools/afrocuisine/recipes/achu-soup-cm","queue"
"Set 141","tools::afrokitchen","tools","C","550","tools/afrokitchen/recipes/afang-soup-ng","/fr/tools/afrocuisine/recipes/afang-soup-ng","queue"
"Set 141","tools::afrokitchen","tools","C","551","tools/afrokitchen/recipes/agashe-sd","/fr/tools/afrocuisine/recipes/agashe-sd","queue"
"Set 141","tools::afrokitchen","tools","C","552","tools/afrokitchen/recipes/agatogo-rw","/fr/tools/afrocuisine/recipes/agatogo-rw","queue"
"Set 141","tools::afrokitchen","tools","C","553","tools/afrokitchen/recipes/agatoke-bi","/fr/tools/afrocuisine/recipes/agatoke-bi","queue"
"Set 141","tools::afrokitchen","tools","C","554","tools/afrokitchen/recipes/akara-ng","/fr/tools/afrocuisine/recipes/akara-ng","queue"
"Set 141","tools::afrokitchen","tools","C","555","tools/afrokitchen/recipes/akara-sl","/fr/tools/afrocuisine/recipes/akara-sl","queue"
"Set 141","tools::afrokitchen","tools","C","556","tools/afrokitchen/recipes/akoho-sy-voanio-mg","/fr/tools/afrocuisine/recipes/akoho-sy-voanio-mg","queue"
"Set 141","tools::afrokitchen","tools","C","557","tools/afrokitchen/recipes/akoume-tg","/fr/tools/afrocuisine/recipes/akoume-tg","queue"
"Set 141","tools::afrokitchen","tools","C","558","tools/afrokitchen/recipes/alloco-ci","/fr/tools/afrocuisine/recipes/alloco-ci","queue"
"Set 141","tools::afrokitchen","tools","C","559","tools/afrokitchen/recipes/alouda-mu","/fr/tools/afrocuisine/recipes/alouda-mu","queue"
"Set 141","tools::afrokitchen","tools","C","560","tools/afrokitchen/recipes/amala-ewedu-gbegiri-ng","/fr/tools/afrocuisine/recipes/amala-ewedu-gbegiri-ng","queue"
"Set 141","tools::afrokitchen","tools","C","561","tools/afrokitchen/recipes/amiwo-bj","/fr/tools/afrocuisine/recipes/amiwo-bj","queue"
"Set 141","tools::afrokitchen","tools","C","562","tools/afrokitchen/recipes/angu-de-banana-st","/fr/tools/afrocuisine/recipes/angu-de-banana-st","queue"
"Set 141","tools::afrokitchen","tools","C","563","tools/afrokitchen/recipes/arroz-de-caju-gw","/fr/tools/afrocuisine/recipes/arroz-de-caju-gw","queue"
"Set 141","tools::afrokitchen","tools","C","564","tools/afrokitchen/recipes/asida","/fr/tools/afrocuisine/recipes/asida","queue"
"Set 141","tools::afrokitchen","tools","C","565","tools/afrokitchen/recipes/asida-ly","/fr/tools/afrocuisine/recipes/asida-ly","queue"
"Set 141","tools::afrokitchen","tools","C","566","tools/afrokitchen/recipes/asida-south-sudan-ss","/fr/tools/afrocuisine/recipes/asida-south-sudan-ss","queue"
"Set 141","tools::afrokitchen","tools","C","567","tools/afrokitchen/recipes/atanga-ga","/fr/tools/afrocuisine/recipes/atanga-ga","queue"
"Set 141","tools::afrokitchen","tools","C","568","tools/afrokitchen/recipes/atassi-watche-bj","/fr/tools/afrocuisine/recipes/atassi-watche-bj","queue"
"Set 141","tools::afrokitchen","tools","C","569","tools/afrokitchen/recipes/atkilt-wat-et","/fr/tools/afrocuisine/recipes/atkilt-wat-et","queue"
"Set 141","tools::afrokitchen","tools","C","570","tools/afrokitchen/recipes/attieke-poisson-ci","/fr/tools/afrocuisine/recipes/attieke-poisson-ci","queue"
"Set 141","tools::afrokitchen","tools","C","571","tools/afrokitchen/recipes/ayamase-ofada-stew-ng","/fr/tools/afrocuisine/recipes/ayamase-ofada-stew-ng","queue"
"Set 141","tools::afrokitchen","tools","C","572","tools/afrokitchen/recipes/babenda-bf","/fr/tools/afrocuisine/recipes/babenda-bf","queue"
"Set 141","tools::afrokitchen","tools","C","573","tools/afrokitchen/recipes/badjia-mz","/fr/tools/afrocuisine/recipes/badjia-mz","queue"
"Set 141","tools::afrokitchen","tools","C","574","tools/afrokitchen/recipes/bamia","/fr/tools/afrocuisine/recipes/bamia","queue"
"Set 141","tools::afrokitchen","tools","C","575","tools/afrokitchen/recipes/bamia-south-sudan-ss","/fr/tools/afrocuisine/recipes/bamia-south-sudan-ss","queue"
"Set 141","tools::afrokitchen","tools","C","576","tools/afrokitchen/recipes/banana-assada-st","/fr/tools/afrocuisine/recipes/banana-assada-st","queue"
"Set 141","tools::afrokitchen","tools","C","577","tools/afrokitchen/recipes/banana-fritters-gq","/fr/tools/afrocuisine/recipes/banana-fritters-gq","queue"
"Set 141","tools::afrokitchen","tools","C","578","tools/afrokitchen/recipes/banga-soup-ng","/fr/tools/afrocuisine/recipes/banga-soup-ng","queue"
"Set 141","tools::afrokitchen","tools","C","579","tools/afrokitchen/recipes/banku-tilapia-gh","/fr/tools/afrocuisine/recipes/banku-tilapia-gh","queue"
"Set 141","tools::afrokitchen","tools","C","580","tools/afrokitchen/recipes/bariis-iskukaris","/fr/tools/afrocuisine/recipes/bariis-iskukaris","queue"
"Set 141","tools::afrokitchen","tools","C","581","tools/afrokitchen/recipes/basbousa-sd","/fr/tools/afrocuisine/recipes/basbousa-sd","queue"
"Set 141","tools::afrokitchen","tools","C","582","tools/afrokitchen/recipes/bazin-ly","/fr/tools/afrocuisine/recipes/bazin-ly","queue"
"Set 141","tools::afrokitchen","tools","C","583","tools/afrokitchen/recipes/beignets-banane-ga","/fr/tools/afrocuisine/recipes/beignets-banane-ga","queue"
"Set 141","tools::afrokitchen","tools","C","584","tools/afrokitchen/recipes/benachin-gm","/fr/tools/afrocuisine/recipes/benachin-gm","queue"
"Set 141","tools::afrokitchen","tools","C","585","tools/afrokitchen/recipes/benga-bf","/fr/tools/afrocuisine/recipes/benga-bf","queue"
"Set 141","tools::afrokitchen","tools","C","586","tools/afrokitchen/recipes/bessara-ma","/fr/tools/afrocuisine/recipes/bessara-ma","queue"
"Set 141","tools::afrokitchen","tools","C","587","tools/afrokitchen/recipes/bilola-gq","/fr/tools/afrocuisine/recipes/bilola-gq","queue"
"Set 141","tools::afrokitchen","tools","C","588","tools/afrokitchen/recipes/binch-akara-sl","/fr/tools/afrocuisine/recipes/binch-akara-sl","queue"
"Set 141","tools::afrokitchen","tools","C","589","tools/afrokitchen/recipes/binyebwa-ug","/fr/tools/afrocuisine/recipes/binyebwa-ug","queue"
"Set 141","tools::afrokitchen","tools","C","590","tools/afrokitchen/recipes/blabla-st","/fr/tools/afrocuisine/recipes/blabla-st","queue"
"Set 141","tools::afrokitchen","tools","C","591","tools/afrokitchen/recipes/bobotie-za","/fr/tools/afrocuisine/recipes/bobotie-za","queue"
"Set 141","tools::afrokitchen","tools","C","592","tools/afrokitchen/recipes/boerewors-za","/fr/tools/afrocuisine/recipes/boerewors-za","queue"
"Set 141","tools::afrokitchen","tools","C","593","tools/afrokitchen/recipes/bogobe-jwa-lerotse-bw","/fr/tools/afrocuisine/recipes/bogobe-jwa-lerotse-bw","queue"
"Set 141","tools::afrokitchen","tools","C","594","tools/afrokitchen/recipes/boli-ng","/fr/tools/afrocuisine/recipes/boli-ng","queue"
"Set 141","tools::afrokitchen","tools","C","595","tools/afrokitchen/recipes/bolo-polanna-mz","/fr/tools/afrocuisine/recipes/bolo-polanna-mz","queue"
"Set 141","tools::afrokitchen","tools","C","596","tools/afrokitchen/recipes/boulaghmane-eh","/fr/tools/afrocuisine/recipes/boulaghmane-eh","queue"
"Set 141","tools::afrokitchen","tools","C","597","tools/afrokitchen/recipes/boule-td","/fr/tools/afrocuisine/recipes/boule-td","queue"
"Set 141","tools::afrokitchen","tools","C","598","tools/afrokitchen/recipes/brik-tn","/fr/tools/afrocuisine/recipes/brik-tn","queue"
"Set 141","tools::afrokitchen","tools","C","599","tools/afrokitchen/recipes/bunny-chow-za","/fr/tools/afrocuisine/recipes/bunny-chow-za","queue"
"Set 141","tools::afrokitchen","tools","C","600","tools/afrokitchen/recipes/burundian-brochettes-bi","/fr/tools/afrocuisine/recipes/burundian-brochettes-bi","queue"
"Set 141","tools::afrokitchen","tools","C","601","tools/afrokitchen/recipes/burundian-isombe","/fr/tools/afrocuisine/recipes/burundian-isombe","queue"
"Set 141","tools::afrokitchen","tools","C","602","tools/afrokitchen/recipes/buzio-caboverdiano-cv","/fr/tools/afrocuisine/recipes/buzio-caboverdiano-cv","queue"
"Set 141","tools::afrokitchen","tools","C","603","tools/afrokitchen/recipes/cabidela-de-galinha-ao","/fr/tools/afrocuisine/recipes/cabidela-de-galinha-ao","queue"
"Set 141","tools::afrokitchen","tools","C","604","tools/afrokitchen/recipes/cachupa-rica-cv","/fr/tools/afrocuisine/recipes/cachupa-rica-cv","queue"
"Set 141","tools::afrokitchen","tools","C","605","tools/afrokitchen/recipes/cafriela-gw","/fr/tools/afrocuisine/recipes/cafriela-gw","queue"
"Set 141","tools::afrokitchen","tools","C","606","tools/afrokitchen/recipes/caldo-chabeu-gw","/fr/tools/afrocuisine/recipes/caldo-chabeu-gw","queue"
"Set 141","tools::afrokitchen","tools","C","607","tools/afrokitchen/recipes/caldo-de-mancarra-gw","/fr/tools/afrocuisine/recipes/caldo-de-mancarra-gw","queue"
"Set 141","tools::afrokitchen","tools","C","608","tools/afrokitchen/recipes/caldo-mancarra-gw","/fr/tools/afrocuisine/recipes/caldo-mancarra-gw","queue"
"Set 141","tools::afrokitchen","tools","C","609","tools/afrokitchen/recipes/calulu-de-peixe-ao","/fr/tools/afrocuisine/recipes/calulu-de-peixe-ao","queue"
"Set 141","tools::afrokitchen","tools","C","610","tools/afrokitchen/recipes/calulu-st","/fr/tools/afrocuisine/recipes/calulu-st","queue"
"Set 141","tools::afrokitchen","tools","C","611","tools/afrokitchen/recipes/cambaboor-dj","/fr/tools/afrocuisine/recipes/cambaboor-dj","queue"
"Set 141","tools::afrokitchen","tools","C","612","tools/afrokitchen/recipes/canja-cv","/fr/tools/afrocuisine/recipes/canja-cv","queue"
"Set 141","tools::afrokitchen","tools","C","613","tools/afrokitchen/recipes/canjeero","/fr/tools/afrocuisine/recipes/canjeero","queue"
"Set 141","tools::afrokitchen","tools","C","614","tools/afrokitchen/recipes/caril-de-camarao","/fr/tools/afrocuisine/recipes/caril-de-camarao","queue"
"Set 141","tools::afrokitchen","tools","C","615","tools/afrokitchen/recipes/cassava-leaf-stew-sl","/fr/tools/afrocuisine/recipes/cassava-leaf-stew-sl","queue"
"Set 141","tools::afrokitchen","tools","C","616","tools/afrokitchen/recipes/cassava-leaves-sl","/fr/tools/afrocuisine/recipes/cassava-leaves-sl","queue"
"Set 141","tools::afrokitchen","tools","C","617","tools/afrokitchen/recipes/ceebu-yapp-sn","/fr/tools/afrocuisine/recipes/ceebu-yapp-sn","queue"
"Set 141","tools::afrokitchen","tools","C","618","tools/afrokitchen/recipes/central-african-peanut-stew-cf","/fr/tools/afrocuisine/recipes/central-african-peanut-stew-cf","queue"
"Set 141","tools::afrokitchen","tools","C","619","tools/afrokitchen/recipes/chabeu-gw","/fr/tools/afrocuisine/recipes/chabeu-gw","queue"
"Set 141","tools::afrokitchen","tools","C","620","tools/afrokitchen/recipes/chakalaka-za","/fr/tools/afrocuisine/recipes/chakalaka-za","queue"
"Set 141","tools::afrokitchen","tools","C","621","tools/afrokitchen/recipes/chakhchoukha-dz","/fr/tools/afrocuisine/recipes/chakhchoukha-dz","queue"
"Set 141","tools::afrokitchen","tools","C","622","tools/afrokitchen/recipes/chebakia-ma","/fr/tools/afrocuisine/recipes/chebakia-ma","queue"
"Set 141","tools::afrokitchen","tools","C","623","tools/afrokitchen/recipes/chicken-pastilla-ma","/fr/tools/afrocuisine/recipes/chicken-pastilla-ma","queue"
"Set 141","tools::afrokitchen","tools","C","624","tools/afrokitchen/recipes/chicken-tagine-preserved-lemons-ma","/fr/tools/afrocuisine/recipes/chicken-tagine-preserved-lemons-ma","queue"
"Set 141","tools::afrokitchen","tools","C","625","tools/afrokitchen/recipes/chicken-yassa-gm","/fr/tools/afrocuisine/recipes/chicken-yassa-gm","queue"
"Set 141","tools::afrokitchen","tools","C","626","tools/afrokitchen/recipes/chikanda","/fr/tools/afrocuisine/recipes/chikanda","queue"
"Set 141","tools::afrokitchen","tools","C","627","tools/afrokitchen/recipes/chikanda-zm","/fr/tools/afrocuisine/recipes/chikanda-zm","queue"
"Set 141","tools::afrokitchen","tools","C","628","tools/afrokitchen/recipes/chipsi-mayai","/fr/tools/afrocuisine/recipes/chipsi-mayai","queue"
